0.0 ; -8.480661
0.0002 ; -8.2222822
0.0004 ; -7.9197388
0.0006 ; -7.5740593
0.0008 ; -7.1866133
0.001 ; -6.7589353
0.0012 ; -6.2793828
0.0014 ; -5.7732005
0.0016 ; -5.2321554
0.0018 ; -4.6446038
0.002 ; -4.0407482
0.0022 ; -3.4089908
0.0024 ; -2.7421688
0.0026 ; -2.0535492
0.0028 ; -1.7788826
0.003 ; -1.6507937
0.0032 ; -1.2449892
0.0034 ; -0.56625865
0.0036 ; 0.388372614
0.0038 ; 1.64456237
0.004 ; 3.07738566
0.0042 ; 3.8315158
0.0044 ; 4.57944468
0.0046 ; 5.32365982
0.0048 ; 6.0936189
0.005 ; 6.82205189
0.0052 ; 7.55001273
0.0054 ; 8.25278109
0.0056 ; 8.93143501
0.0058 ; 9.58693974
0.006 ; 10.2166404
0.0062 ; 11.2222194
0.0064 ; 15.5740134
0.0066 ; 19.82232
0.0068 ; 26.2162835
0.007 ; 38.4432122
0.0072 ; 58.6540452
0.0074 ; 93.304812
0.0076 ; 126.044807
0.0078 ; 156.516411
0.008 ; 183.786465
0.0082 ; 208.11936
0.0084 ; 228.485157
0.0086 ; 244.241023
0.0088 ; 257.039562
0.009 ; 266.721858
0.0092 ; 273.667747
0.0094 ; 278.656071
0.0096 ; 281.43921
0.0098 ; 282.187869
0.01 ; 280.98634
0.0102 ; 277.855272
0.0104 ; 273.407738
0.0106 ; 269.579321
0.0108 ; 262.835171
0.011 ; 254.620587
0.0112 ; 245.590076
0.0114 ; 238.168215
0.0116 ; 230.757635
0.0118 ; 226.829294
0.012 ; 217.95077
0.0122 ; 203.463347
0.0124 ; 184.150588
0.0126 ; 168.980331
0.0128 ; 160.881548
0.013 ; 158.16694
0.0132 ; 155.055907
0.0134 ; 150.15756
0.0136 ; 144.449831
0.0138 ; 138.308897
0.014 ; 129.511213
0.0142 ; 118.456407
0.0144 ; 105.187244
0.0146 ; 89.0426957
0.0148 ; 70.1393297
0.015 ; 49.0067572
0.0152 ; 31.2073461
0.0154 ; 19.4073991
0.0156 ; 10.4885457
0.0158 ; 4.67575837
0.016 ; 0.851071556
0.0162 ; -3.0082238
0.0164 ; -6.0668185
0.0166 ; -6.6050122
0.0168 ; -7.1083005
0.017 ; -7.5745527
0.0172 ; -8.0019297
0.0174 ; -8.3887453
0.0176 ; -8.7326013
0.0178 ; -9.033753
0.018 ; -9.2912866
0.0182 ; -9.5022382
0.0184 ; -9.6666964
0.0186 ; -9.7840277
0.0188 ; -9.8537911
0.019 ; -9.8756553
0.0192 ; -9.849592
0.0194 ; -9.7722415
0.0196 ; -9.649557
0.0198 ; -9.4826737
