0.0 ; 8.96519732
0.0002 ; 9.45591315
0.0004 ; 9.90899192
0.0006 ; 10.3226447
0.0008 ; 10.6952383
0.001 ; 11.0253013
0.0012 ; 11.3115301
0.0014 ; 11.5527948
0.0016 ; 11.7481422
0.0018 ; 11.8830293
0.002 ; 11.9847881
0.0022 ; 12.039043
0.0024 ; 12.0359243
0.0026 ; 11.9860726
0.0028 ; 12.3227134
0.003 ; 12.7760638
0.0032 ; 12.9195322
0.0034 ; 12.7556954
0.0036 ; 13.602963
0.0038 ; 16.1949979
0.004 ; 18.4132484
0.0042 ; 22.9243726
0.0044 ; 29.9070249
0.0046 ; 41.3332956
0.0048 ; 58.65971
0.005 ; 80.0438395
0.0052 ; 98.7062767
0.0054 ; 114.485423
0.0056 ; 126.809061
0.0058 ; 136.711432
0.006 ; 144.136562
0.0062 ; 148.916303
0.0064 ; 150.88101
0.0066 ; 150.510934
0.0068 ; 147.641865
0.007 ; 141.897341
0.0072 ; 132.767245
0.0074 ; 119.737755
0.0076 ; 104.486844
0.0078 ; 86.4769136
0.008 ; 65.3378354
0.0082 ; 41.8091709
0.0084 ; 25.8221969
0.0086 ; 12.7737621
0.0088 ; 6.18459262
0.009 ; 1.00503473
0.0092 ; -2.9499827
0.0094 ; -7.0121762
0.0096 ; -8.2526767
0.0098 ; -8.8126574
0.01 ; -9.3390174
0.0102 ; -9.8296784
0.0104 ; -10.904624
0.0106 ; -14.687199
0.0108 ; -18.296892
0.011 ; -22.958876
0.0112 ; -28.88152
0.0114 ; -41.249863
0.0116 ; -56.313119
0.0118 ; -79.109634
0.012 ; -99.4644
0.0122 ; -116.46205
0.0124 ; -130.81679
0.0126 ; -142.15628
0.0128 ; -149.79478
0.013 ; -154.06214
0.0132 ; -155.7402
0.0134 ; -155.09161
0.0136 ; -151.93662
0.0138 ; -146.23644
0.014 ; -137.83967
0.0142 ; -127.14405
0.0144 ; -114.19106
0.0146 ; -98.319754
0.0148 ; -79.624406
0.015 ; -58.675924
0.0152 ; -40.992006
0.0154 ; -29.871161
0.0156 ; -22.614394
0.0158 ; -18.128029
0.016 ; -15.291417
0.0162 ; -12.0994
0.0164 ; -9.4122948
0.0166 ; -8.9135667
0.0168 ; -8.1453489
0.017 ; -7.1113382
0.0172 ; -5.8160641
0.0174 ; -4.2651386
0.0176 ; -2.4574748
0.0178 ; -0.35768519
0.018 ; 1.95762677
0.0182 ; 3.18768478
0.0184 ; 3.92635764
0.0186 ; 4.65080512
0.0188 ; 5.3404374
0.019 ; 6.02881283
0.0192 ; 6.6759619
0.0194 ; 7.29648547
0.0196 ; 7.88793381
0.0198 ; 8.44797201
