0.0 ; 350.506921
0.0002 ; 347.509778
0.0004 ; 345.468926
0.0006 ; 341.619266
0.0008 ; 337.46451
0.001 ; 334.305712
0.0012 ; 333.442932
0.0014 ; 339.883159
0.0016 ; 345.585986
0.0018 ; 344.959762
0.002 ; 335.739714
0.0022 ; 320.145368
0.0024 ; 298.292081
0.0026 ; 272.636997
0.0028 ; 243.447811
0.003 ; 217.406243
0.0032 ; 202.439491
0.0034 ; 194.424483
0.0036 ; 186.466764
0.0038 ; 176.764794
0.004 ; 167.21118
0.0042 ; 157.038724
0.0044 ; 144.258477
0.0046 ; 128.374133
0.0048 ; 110.481928
0.005 ; 89.416372
0.0052 ; 65.8797599
0.0054 ; 39.823569
0.0056 ; 24.9921983
0.0058 ; 12.4583763
0.006 ; 6.34155703
0.0062 ; 1.70592313
0.0064 ; -2.2797077
0.0066 ; -5.8143613
0.0068 ; -6.3168685
0.007 ; -6.7832105
0.0072 ; -7.2106604
0.0074 ; -7.5974915
0.0076 ; -7.9422888
0.0078 ; -8.2436405
0.008 ; -8.5003567
0.0082 ; -8.7114595
0.0084 ; -8.8759409
0.0086 ; -8.9933872
0.0088 ; -9.063211
0.009 ; -9.0851915
0.0092 ; -9.0592173
0.0094 ; -8.9853914
0.0096 ; -8.864006
0.0098 ; -8.6955407
0.01 ; -8.480661
0.0102 ; -8.2222822
0.0104 ; -7.9197388
0.0106 ; -7.5740593
0.0108 ; -7.1866133
0.011 ; -6.7589353
0.0112 ; -6.2793828
0.0114 ; -5.7732005
0.0116 ; -5.2321554
0.0118 ; -4.6446038
0.012 ; -4.0407482
0.0122 ; -3.4089908
0.0124 ; -2.7421688
0.0126 ; -2.0535492
0.0128 ; -1.7788826
0.013 ; -1.6507937
0.0132 ; -1.2449892
0.0134 ; -0.56625865
0.0136 ; 0.388372614
0.0138 ; 1.64456237
0.014 ; 3.07738566
0.0142 ; 3.8315158
0.0144 ; 4.57944468
0.0146 ; 5.32365982
0.0148 ; 6.0936189
0.015 ; 6.82205189
0.0152 ; 7.55001273
0.0154 ; 8.25278109
0.0156 ; 8.93143501
0.0158 ; 9.58693974
0.016 ; 10.2166404
0.0162 ; 11.2222194
0.0164 ; 15.5740134
0.0166 ; 19.82232
0.0168 ; 26.2162835
0.017 ; 38.4432122
0.0172 ; 58.6540452
0.0174 ; 93.304812
0.0176 ; 126.044807
0.0178 ; 156.516411
0.018 ; 183.786465
0.0182 ; 208.11936
0.0184 ; 228.485157
0.0186 ; 244.241023
0.0188 ; 257.039562
0.019 ; 266.721858
0.0192 ; 273.667747
0.0194 ; 278.656071
0.0196 ; 281.43921
0.0198 ; 282.187869
