0.0 ; -9.1885959
0.0002 ; -9.679285
0.0004 ; -10.132337
0.0006 ; -10.545964
0.0008 ; -12.411464
0.001 ; -15.796964
0.0012 ; -18.902207
0.0014 ; -22.948218
0.0016 ; -27.518068
0.0018 ; -36.283855
0.002 ; -45.004485
0.0022 ; -55.169811
0.0024 ; -68.72846
0.0026 ; -79.362766
0.0028 ; -87.283092
0.003 ; -92.25482
0.0032 ; -94.397269
0.0034 ; -93.951518
0.0036 ; -91.003513
0.0038 ; -85.368849
0.004 ; -77.0613
0.0042 ; -66.15198
0.0044 ; -52.7577
0.0046 ; -42.766126
0.0048 ; -34.285468
0.005 ; -26.991281
0.0052 ; -24.449242
0.0054 ; -21.464904
0.0056 ; -19.624877
0.0058 ; -17.557893
0.006 ; -15.931586
0.0062 ; -16.533972
0.0064 ; -16.66864
0.0066 ; -16.330444
0.0068 ; -15.533603
0.007 ; -14.287796
0.0072 ; -12.550695
0.0074 ; -10.340354
0.0076 ; -7.6959076
0.0078 ; -5.6436989
0.008 ; -3.3280811
0.0082 ; -0.76052395
0.0084 ; 2.01199313
0.0086 ; 4.67932307
0.0088 ; 5.38674349
0.009 ; 6.05485443
0.0092 ; 6.72044924
0.0094 ; 7.3409683
0.0096 ; 7.93241235
0.0098 ; 8.49244638
0.01 ; 9.01885936
0.0102 ; 9.50957295
0.0104 ; 9.96264962
0.0106 ; 10.3763005
0.0108 ; 10.7488922
0.011 ; 11.0789535
0.0112 ; 11.3463101
0.0114 ; 11.5873839
0.0116 ; 13.0421857
0.0118 ; 15.2733673
0.012 ; 17.2182431
0.0122 ; 18.8135968
0.0124 ; 20.1488079
0.0126 ; 21.5988338
0.0128 ; 22.9882777
0.013 ; 23.8679713
0.0132 ; 24.226425
0.0134 ; 24.0921392
0.0136 ; 23.4726817
0.0138 ; 22.3232508
0.014 ; 20.6537826
0.0142 ; 20.4611384
0.0144 ; 21.681496
0.0146 ; 22.3661023
0.0148 ; 23.5052667
0.015 ; 24.9380514
0.0152 ; 29.0151605
0.0154 ; 36.2570262
0.0156 ; 42.274339
0.0158 ; 51.6061629
0.016 ; 60.591794
0.0162 ; 66.8930331
0.0164 ; 70.5095902
0.0166 ; 71.4515295
0.0168 ; 69.77426
0.017 ; 65.4492686
0.0172 ; 58.4148315
0.0174 ; 48.636571
0.0176 ; 36.7462923
0.0178 ; 29.8086999
0.018 ; 21.5928748
0.0182 ; 12.8069503
0.0184 ; 8.16976454
0.0186 ; 3.35685404
0.0188 ; -0.05933913
0.019 ; -3.6687517
0.0192 ; -6.8475738
0.0194 ; -7.4868635
0.0196 ; -8.0782862
0.0198 ; -8.6382991
